title,rating,price,stock,category
Left Behind (Left Behind #1),2,40.72,8,Default
Kill 'Em and Leave: Searching for James Brown and the American Soul,5,45.05,8,Music
Kierkegaard: A Christian Missionary to Christians,1,47.13,8,Philosophy
I'll Give You the Sun,1,56.48,8,Default
John Vassos: Industrial Design for Modern Life,4,20.22,8,Default
I Will Find You,1,44.21,8,Nonfiction
Howl and Other Poems,2,40.45,8,Poetry
Hystopia: A Novel,4,21.96,8,Fiction
History of Beauty,4,10.29,8,Art
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,2,52.86,8,Default
Future Shock (Future Shock #1),5,55.65,8,Young Adult
Ender's Game (The Ender Quintet #1),1,43.64,8,Default
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,1,28.41,8,Science
Death by Leisure: A Cautionary Tale,4,37.51,8,Default
Brilliant Beacons: A History of the American Lighthouse,3,11.45,8,History
Brazen: The Courage to Find the You That's Been Hiding,2,19.22,8,Nonfiction
Between the World and Me,4,56.91,8,Nonfiction
"A Murder Over a Girl: Justice, Gender, Junior High",3,13.2,8,Nonfiction
Being Mortal: Medicine and What Matters in the End,4,55.06,8,Nonfiction
32 Yolks,2,53.63,8,Food and Drink
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",5,44.48,8,History
Wildlife of New York: A Five-Borough Coloring Book,2,22.14,7,Default
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,3,12.08,7,Self Help
What Happened on Beale Street (Secrets of the South Mysteries #2),5,25.37,7,Mystery
Toddlers Are A**holes: It's Not Your Fault,1,25.55,7,Humor
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,1,34.72,7,Default
The Whale,4,35.96,7,Childrens
The Origin of Species,4,10.01,7,Science
The Story of Art,4,41.14,7,Art
The Great Gatsby,4,36.05,7,Default
The Good Girl,3,49.03,7,Default
The Glass Castle,1,16.24,7,Add a comment
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,2,46.33,7,Spirituality
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,1,39.55,7,Biography
The Constant Princess (The Tudor Court #1),3,16.62,7,Historical Fiction
The Drowning Girls,3,35.67,7,Add a comment
The Bourne Identity (Jason Bourne #1),4,42.78,7,Fiction
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),5,52.3,7,Mystery
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4,33.17,7,Default
The Art Book,2,32.34,7,Art
"Sit, Stay, Love",3,20.9,7,Romance
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,2,20.9,7,Default
Sister Dear,4,40.2,7,Fiction
"Rich Dad, Poor Dad",1,51.74,7,Business
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",3,52.87,7,Childrens
Raymie Nightingale,2,34.41,7,Childrens
Playing from the Heart,1,32.38,7,Childrens
Nightstruck: A Novel,4,50.35,7,Young Adult
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",5,11.38,7,Food and Drink
Under the Tuscan Sun,3,37.33,7,Travel
Meternity,3,43.58,7,Womens Fiction
Memoirs of a Geisha,3,49.67,7,Fiction
Like Never Before (Walker Family #2),2,28.77,7,Christian Fiction
Leave This Song Behind: Teen Poetry at Its Best,5,51.17,7,Poetry
Life of Pi,4,13.22,7,Default
John Adams,4,57.43,7,Add a comment
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),4,46.01,7,Food and Drink
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,2,28.25,7,Food and Drink
Good in Bed (Cannie Shapiro #1),5,37.05,7,Add a comment
"Fruits Basket, Vol. 7 (Fruits Basket #7)",1,19.57,7,Sequential Art
For the Love: Fighting for Grace in a World of Impossible Standards,3,45.13,7,Nonfiction
Finding God in the Ruins: How God Redeems Pain,2,46.64,7,Nonfiction
King's Folly (The Kinsman Chronicles #1),5,39.61,7,Fantasy
Every Heart a Doorway (Every Heart A Doorway #1),5,12.16,7,Fantasy
Delivering the Truth (Quaker Midwife Mystery #1),4,20.89,7,Mystery
Team of Rivals: The Political Genius of Abraham Lincoln,5,20.12,7,Add a comment
Counted With the Stars (Out from Egypt #1),5,17.97,7,Christian Fiction
"Chronicles, Vol. 1",2,52.6,7,Music
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,1,25.77,7,Christian
A Summer In Europe,2,44.34,7,Travel
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",5,29.93,7,Philosophy
A Short History of Nearly Everything,5,52.4,7,History
A Gathering of Shadows (Shades of Magic #2),4,44.81,7,Fantasy
The Rise and Fall of the Third Reich: A History of Nazi Germany,2,39.67,6,History
The Perks of Being a Wallflower,3,55.02,6,Default
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,4,59.45,6,Nonfiction
Benjamin Franklin: An American Life,3,48.19,7,Biography
The Mysterious Affair at Styles (Hercule Poirot #1),4,24.8,6,Mystery
The Makings of a Fatherless Child,2,31.58,6,Default
The Joy of Cooking,4,43.27,6,Add a comment
The Invention of Wings,1,37.34,6,Historical Fiction
The Hobbit (Middle-Earth Universe),5,17.8,6,Default
The Great Railway Bazaar,1,30.54,6,Travel
The God Delusion,3,46.85,6,Add a comment
The Girl You Left Behind (The Girl You Left Behind #1),1,15.79,6,Historical
The Fellowship of the Ring (The Lord of the Rings #1),2,10.27,6,Default
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),5,15.42,6,Poetry
The Barefoot Contessa Cookbook,5,59.92,6,Food and Drink
Tell the Wolves I'm Home,2,50.96,6,Young Adult
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,3,30.6,6,Default
Pride and Prejudice,4,19.27,6,Add a comment
The Golden Compass (His Dark Materials #1),1,18.77,6,Add a comment
Musicophilia: Tales of Music and the Brain,1,46.58,6,Default
Mere Christianity,3,48.51,6,Add a comment
In the Woods (Dublin Murder Squad #1),2,38.38,6,Mystery
Me Before You (Me Before You #1),1,19.02,6,Fiction
In Cold Blood,4,49.98,6,Nonfiction
How to Stop Worrying and Start Living,5,46.49,6,Self Help
"Girl, Interrupted",3,42.14,6,Nonfiction
Fun Home: A Family Tragicomic,4,56.59,6,Add a comment
Deception Point,4,40.32,6,Fiction
"Fruits Basket, Vol. 6 (Fruits Basket #6)",4,20.96,6,Sequential Art
The Sound Of Love,5,57.84,6,Default
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",3,36.39,6,Sequential Art
Catherine the Great: Portrait of a Woman,4,58.55,6,History
Give It Back,2,18.32,6,Thriller
Better Homes and Gardens New Cook Book,3,39.61,6,Food and Drink
A Year in Provence (Provence #1),4,56.88,6,Travel
An Unquiet Mind: A Memoir of Moods and Madness,3,21.3,6,Psychology
World Without End (The Pillars of the Earth #2),4,32.97,5,Historical Fiction
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,2,48.67,5,Nonfiction
Where She Went (If I Stay #2),4,41.73,5,Young Adult
This Is Your Brain on Music: The Science of a Human Obsession,1,38.4,5,Music
Two Summers,1,14.64,5,Young Adult
The Secret Garden,4,15.08,5,Classics
The Raven King (The Raven Cycle #4),2,30.57,5,Add a comment
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",4,47.31,5,Young Adult
The Power Greens Cookbook: 140 Delicious Superfood Recipes,5,11.05,5,Food and Drink
The Raven Boys (The Raven Cycle #1),4,57.74,5,Fantasy
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,4,53.68,5,Default
The Metamorphosis,1,28.58,5,Classics
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,5,42.91,5,History
The Little Paris Bookshop,3,24.73,5,Fiction
The Hiding Place,4,55.91,5,History
The Fault in Our Stars,1,47.22,5,Default
The Firm,3,45.56,5,Fiction
The False Prince (The Ascendance Trilogy #1),5,56.0,5,Fantasy
The Expatriates,2,44.58,5,Fiction
The Dream Thieves (The Raven Cycle #2),1,34.5,5,Default
The Darkest Corners,5,11.33,5,Young Adult
The Crossover,4,38.77,5,Poetry
The Grand Design,3,13.76,5,Science
The 5th Wave (The 5th Wave #1),2,11.83,5,Default
Tell the Wind and Fire,3,45.51,5,Fantasy
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,4,25.15,5,Nonfiction
Tell Me Three Things,1,41.81,5,Young Adult
Siddhartha,5,34.22,5,Fiction
Shiver (The Wolves of Mercy Falls #1),5,16.23,5,Default
Remember Me?,3,11.48,5,Default
Red Dragon (Hannibal Lecter #1),3,23.37,5,Horror
Peak: Secrets from the New Science of Expertise,2,16.28,5,Science
My Mother Was Nuts,4,31.63,5,Nonfiction
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,5,24.91,5,Food and Drink
Maybe Something Beautiful: How Art Transformed a Neighborhood,1,22.54,5,Childrens
Lola and the Boy Next Door (Anna and the French Kiss #2),4,23.63,5,Young Adult
Logan Kade (Fallen Crest High #5.5),2,13.12,5,Academic
Last One Home (New Beginnings #1),3,59.98,5,Fiction
If I Stay (If I Stay #1),5,38.13,5,Default
Kill the Boy Band,5,15.52,5,Young Adult
Isla and the Happily Ever After (Anna and the French Kiss #3),5,48.13,5,Young Adult
Harry Potter and the Deathly Hallows (Harry Potter #7),1,23.32,5,Default
"Fruits Basket, Vol. 5 (Fruits Basket #5)",1,16.33,5,Sequential Art
Foundation (Foundation (Publication Order) #1),1,32.42,5,Science Fiction
Find Her (Detective D.D. Warren #8),1,22.37,5,Add a comment
Fool Me Once,1,16.96,5,Default
Evicted: Poverty and Profit in the American City,1,42.27,5,Add a comment
Killing Floor (Jack Reacher #1),4,31.49,5,Thriller
Drama,2,38.7,5,Default
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),2,36.55,5,Default
Dracula the Un-Dead,5,35.63,5,Horror
"Death Note, Vol. 5: Whiteout (Death Note #5)",1,52.41,5,Sequential Art
Digital Fortress,5,58.0,5,Fiction
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",3,32.35,5,Nonfiction
Critique of Pure Reason,1,20.75,5,Philosophy
"Blue Lily, Lily Blue (The Raven Cycle #3)",5,34.13,5,Default
An Abundance of Katherines,5,10.0,5,Young Adult
Booked,5,17.49,5,Poetry
Approval Junkie: Adventures in Caring Too Much,5,58.81,5,Autobiography
A Girl's Guide to Moving On (New Beginnings #2),1,31.3,5,Romance
America's War for the Greater Middle East: A Military History,2,51.22,5,History
A Feast for Crows (A Song of Ice and Fire #4),4,17.21,5,Fantasy
Vogue Colors A to Z: A Fashion Coloring Book,4,52.35,4,Default
A Clash of Kings (A Song of Ice and Fire #2),3,10.79,5,Add a comment
A Game of Thrones (A Song of Ice and Fire #1),2,46.42,5,Add a comment
Alight (The Generations Trilogy #2),4,58.59,5,Default
The Shining (The Shining #1),3,27.88,4,Default
The Pilgrim's Progress,2,50.26,4,Classics
The Perfect Play (Play by Play #1),3,59.99,4,Romance
The Passion of Dolssa,5,28.32,4,Historical Fiction
The Hunger Games (The Hunger Games #1),5,29.85,4,Default
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,3,38.71,4,Nonfiction
The Hound of the Baskervilles (Sherlock Holmes #5),2,14.82,4,Classics
The Demonists (Demonist #1),2,52.11,4,Fantasy
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,2,28.23,4,Nonfiction
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",2,27.88,4,Sequential Art
The Beast (Black Dagger Brotherhood #14),5,46.08,4,Fantasy
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),3,59.71,4,Thriller
Some Women,5,13.73,4,Womens Fiction
Shopaholic Ties the Knot (Shopaholic #3),5,48.39,4,Womens Fiction
Paper and Fire (The Great Library #2),5,49.45,4,Fantasy
Outlander (Outlander #1),5,19.67,4,Default
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",3,12.36,4,Music
No One Here Gets Out Alive,5,20.02,4,Music
Night Shift (Night Shift #1-20),4,12.75,4,Horror
Needful Things,4,47.51,4,Horror
Mockingjay (The Hunger Games #3),4,20.44,4,Default
Misery,2,34.79,4,Horror
Little Women (Little Women #1),4,28.07,4,Classics
It,3,25.01,4,Horror
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),4,24.17,4,Young Adult
Harry Potter and the Sorcerer's Stone (Harry Potter #1),3,13.9,4,Default
Harry Potter and the Order of the Phoenix (Harry Potter #5),4,31.63,4,Fantasy
Harry Potter and the Half-Blood Prince (Harry Potter #6),5,48.75,4,Fantasy
Harry Potter and the Chamber of Secrets (Harry Potter #2),1,14.74,4,Fantasy
Gone with the Wind,3,32.49,4,Classics
God Is Not Great: How Religion Poisons Everything,1,27.8,4,Nonfiction
The Gunning of America: Business and the Making of American Gun Culture,4,16.81,4,Nonfiction
Girl With a Pearl Earring,1,26.77,4,Historical Fiction
"Fruits Basket, Vol. 4 (Fruits Basket #4)",4,50.44,4,Sequential Art
Far From True (Promise Falls Trilogy #2),2,34.93,4,Thriller
Dark Lover (Black Dagger Brotherhood #1),1,12.87,4,Romance
Confessions of a Shopaholic (Shopaholic #1),2,48.94,4,Default
Changing the Game (Play by Play #2),3,13.38,4,Romance
Candide,3,58.63,4,Classics
Can You Keep a Secret?,1,21.94,4,Womens Fiction
Atlas Shrugged,5,26.58,4,Fiction
Animal Farm,3,57.22,4,Classics
A Walk to Remember,1,56.43,4,Romance
A New Earth: Awakening to Your Life's Purpose,5,55.65,4,Spirituality
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",1,27.62,4,Religion
Wuthering Heights,3,17.73,3,Classics
Zero History (Blue Ant #3),1,34.77,3,Default
World War Z: An Oral History of the Zombie War,1,21.8,3,Default
Wild: From Lost to Found on the Pacific Crest Trail,3,46.02,3,Default
"Where'd You Go, Bernadette",1,18.13,3,Default
When You Are Engulfed in Flames,5,30.89,3,Humor
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,3,31.95,3,Nonfiction
We Are All Completely Beside Ourselves,1,24.04,3,Contemporary
Walk the Edge (Thunder Road #2),3,32.36,3,Young Adult
Voyager (Outlander #3),5,21.07,3,Historical Fiction
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,3,50.66,3,Nonfiction
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,2,13.66,3,Food and Drink
Under the Banner of Heaven: A Story of Violent Faith,1,30.0,3,Nonfiction
"Unstuffed: Decluttering Your Home, Mind, and Soul",1,58.09,3,Nonfiction
Two Boys Kissing,2,32.74,3,Young Adult
Twilight (Twilight #1),2,41.93,3,Default
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",1,53.51,3,Nonfiction
Three-Martini Lunch,3,23.21,3,Fiction
"Thinking, Fast and Slow",1,21.14,3,Psychology
The Wild Robot,3,56.07,3,Childrens
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",3,14.41,3,Sequential Art
The Undomestic Goddess,4,45.75,3,Womens Fiction
The Travelers,1,15.77,3,Thriller
The Tipping Point: How Little Things Can Make a Big Difference,2,10.02,3,Add a comment
The Thing About Jellyfish,1,48.77,3,Childrens
Twenties Girl,2,42.8,3,Womens Fiction
The Stand,2,57.86,3,Horror
The Smitten Kitchen Cookbook,1,23.59,3,Food and Drink
The Silkworm (Cormoran Strike #2),5,23.05,3,Mystery
The Rose & the Dagger (The Wrath and the Dawn #2),4,58.64,3,Fantasy
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",5,55.55,3,Sequential Art
'Salem's Lot,4,49.56,4,Horror
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),3,42.57,3,Biography
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),1,23.21,3,Travel
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),1,10.92,3,Science Fiction
The Rest Is Noise: Listening to the Twentieth Century,1,34.77,3,Add a comment
The Red Tent,5,35.66,3,Historical Fiction
The Purpose Driven Life: What on Earth Am I Here for?,3,37.19,3,Add a comment
The Purest Hook (Second Circle Tattoos #3),1,12.25,3,Romance
The Picture of Dorian Gray,2,29.7,3,Classics
The Paris Wife,3,36.8,3,Default
The Obsession,1,45.43,3,Romance
The Nightingale,4,26.26,3,Fiction
The New Guy (and Other Senior Year Distractions),3,44.92,3,Young Adult
The Nanny Diaries (Nanny #1),5,52.53,3,Womens Fiction
The Maze Runner (The Maze Runner #1),1,20.93,3,Default
The Name of God is Mercy,2,37.25,3,Nonfiction
The Lover's Dictionary,2,58.09,3,Default
The Lonely Ones,5,43.59,3,Childrens
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,3,33.92,3,Business
The Last Painting of Sara de Vos,2,55.55,3,Historical Fiction
"The Land of 10,000 Madonnas",4,29.64,3,Young Adult
The Infinities,1,27.41,3,Fiction
The Husband's Secret,5,52.51,3,Fiction
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),3,47.8,3,Add a comment
The Guernsey Literary and Potato Peel Pie Society,1,49.53,3,Historical Fiction
The Guns of August,2,14.54,3,History
The Goldfinch,3,43.58,3,Default
The Girl with All the Gifts,3,49.47,3,Horror
The Girl Who Played with Fire (Millennium Trilogy #2),2,22.14,3,Default
"The End of Faith: Religion, Terror, and the Future of Reason",4,22.13,3,Add a comment
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",4,13.03,3,Science
The Exiled,3,43.45,3,Mystery
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),1,57.48,3,Add a comment
The Devil Wears Prada (The Devil Wears Prada #1),1,44.29,3,Womens Fiction
The Demon-Haunted World: Science as a Candle in the Dark,4,52.25,3,Default
The Day the Crayons Came Home (Crayons),5,26.33,3,Childrens
The Giver (The Giver Quartet #1),1,12.3,3,Default
The Da Vinci Code (Robert Langdon #2),2,22.96,3,Fiction
The Cuckoo's Calling (Cormoran Strike #1),1,19.21,3,Mystery
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",5,57.35,3,Science
The Complete Poems,5,41.32,3,Add a comment
The Cat in the Hat (Beginner Books B-1),2,16.26,3,Childrens
The Catcher in the Rye,1,24.55,3,Add a comment
The Case for Christ (Cases for Christianity),1,47.84,3,Add a comment
The Book of Basketball: The NBA According to The Sports Guy,5,44.84,3,Sports and Games
The Book Thief,2,53.49,3,Default
The Blind Side: Evolution of a Game,5,53.71,3,Add a comment
The Autobiography of Malcolm X,2,23.43,3,Default
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",3,34.32,3,Food and Drink
The Art of Fielding,1,22.1,3,Fiction
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",2,25.83,3,Science
Spilled Milk: Based on a True Story,1,49.51,3,Nonfiction
Stiff: The Curious Lives of Human Cadavers,3,36.74,3,Nonfiction
Something Borrowed (Darcy & Rachel #1),5,48.96,3,Womens Fiction
Something Blue (Darcy & Rachel #2),1,54.62,3,Womens Fiction
Shopaholic & Baby (Shopaholic #5),2,46.45,3,Default
Soldier (Talon #3),2,24.72,3,Fantasy
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),4,26.78,3,Classics
Scarlet (The Lunar Chronicles #2),4,14.57,3,Young Adult
Seven Brief Lessons on Physics,4,30.6,3,Science
Sarah's Key,1,46.29,3,Add a comment
"Saga, Volume 3 (Saga (Collected Editions) #3)",5,21.57,3,Sequential Art
Running with Scissors,4,12.91,3,Autobiography
Rogue Lawyer (Rogue Lawyer #1),3,50.11,3,Add a comment
Seven Days in the Art World,2,52.33,3,Add a comment
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",4,41.67,3,Nonfiction
Reservations for Two,3,11.1,3,Romance
Rework,2,44.88,3,Business
Red: The True Story of Red Riding Hood,3,28.54,3,Childrens
Quiet: The Power of Introverts in a World That Can't Stop Talking,1,43.55,3,Default
Ready Player One,4,19.07,3,Science Fiction
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),3,43.63,3,Sequential Art
Outliers: The Story of Success,1,14.16,3,Nonfiction
Packing for Mars: The Curious Science of Life in the Void,2,56.68,3,Default
Original Fake,3,31.45,3,Sequential Art
Orange Is the New Black,2,24.61,3,Default
One for the Money (Stephanie Plum #1),2,32.87,3,Default
Notes from a Small Island (Notes From a Small Island #1),1,40.17,3,Nonfiction
Night (The Night Trilogy #1),1,13.51,3,Nonfiction
Neither Here nor There: Travels in Europe,3,38.95,3,Travel
Morning Star (Red Rising #3),1,29.4,3,Default
Persepolis: The Story of a Childhood (Persepolis #1-2),1,39.13,3,Sequential Art
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",1,57.83,3,Nonfiction
Midnight Riot (Peter Grant/ Rivers of London - books #1),2,55.46,3,Fantasy
Me Talk Pretty One Day,2,57.6,3,Autobiography
Manuscript Found in Accra,2,34.98,3,Add a comment
Lust & Wonder,2,11.87,3,Autobiography
Lila (Gilead #3),3,12.47,3,Fiction
Naked,3,31.69,3,Humor
Life After Life,2,26.13,3,Default
Letter to a Christian Nation,1,22.2,3,Nonfiction
Let's Pretend This Never Happened: A Mostly True Memoir,1,45.11,3,Nonfiction
"Lean In: Women, Work, and the Will to Lead",1,25.02,3,Default
Legend (Legend #1),4,43.69,3,Young Adult
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",2,33.26,3,Science Fiction
Lady Renegades (Rebel Belle #3),5,53.04,3,Young Adult
Jurassic Park (Jurassic Park #1),1,44.97,3,Fiction
Life Without a Recipe,5,59.04,3,Autobiography
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,1,42.38,3,Nonfiction
Is Everyone Hanging Out Without Me? (And Other Concerns),3,20.11,3,Default
Into the Wild,5,56.7,3,Nonfiction
Inferno (Robert Langdon #4),5,41.0,3,Fiction
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",5,55.5,3,Humor
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",3,28.85,3,Nonfiction
If I Run (If I Run #1),4,49.97,3,Christian Fiction
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,2,28.88,3,Nonfiction
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,3,33.14,3,Food and Drink
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",2,43.7,3,History
Horrible Bear!,2,37.52,3,Childrens
Holidays on Ice,2,51.07,3,Humor
Heir to the Sky,4,44.07,3,Fantasy
I've Got Your Number,1,19.69,3,Womens Fiction
Green Eggs and Ham (Beginner Books B-16),4,10.79,3,Childrens
Gratitude,5,26.66,3,Nonfiction
"Grayson, Vol 3: Nemesis (Grayson #3)",1,42.72,3,Sequential Art
House of Leaves,1,54.89,3,Horror
Gone Girl,5,37.6,3,Default
Golden (Heart of Dread #3),4,42.21,3,Young Adult
Girl in the Blue Coat,2,46.83,3,Historical Fiction
"Friday Night Lights: A Town, a Team, and a Dream",3,51.22,3,Sports and Games
Fire Bound (Sea Haven/Sisters of the Heart #5),4,21.28,3,Add a comment
Fifty Shades Freed (Fifty Shades #3),5,15.36,3,Adult Fiction
Fellside,1,38.62,3,Default
Extreme Prey (Lucas Davenport #26),3,25.4,3,Mystery
Eclipse (Twilight #3),1,18.74,3,Default
Eragon (The Inheritance Cycle #1),3,43.87,3,Fantasy
Dune (Dune #1),1,54.86,3,Science Fiction
"Fruits Basket, Vol. 3 (Fruits Basket #3)",2,45.17,3,Sequential Art
Dracula,3,52.62,3,Default
Do Androids Dream of Electric Sheep? (Blade Runner #1),1,51.48,3,Science Fiction
Dead Wake: The Last Crossing of the Lusitania,5,39.24,3,Default
Disrupted: My Misadventure in the Start-Up Bubble,5,15.28,3,Nonfiction
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",1,17.81,3,Default
Darkfever (Fever #1),1,56.02,3,Fantasy
Dark Places,5,23.9,3,Default
Civilization and Its Discontents,2,59.95,3,Psychology
Counting Thyme,1,10.62,3,Childrens
Cosmos,2,36.17,3,Add a comment
Cinder (The Lunar Chronicles #1),1,26.09,3,Young Adult
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,2,37.35,3,Parenting
Career of Evil (Cormoran Strike #3),2,24.72,3,Mystery
Breaking Dawn (Twilight #4),5,35.28,3,Default
Crazy Rich Asians (Crazy Rich Asians #1),5,49.13,3,Fiction
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",2,27.35,3,Nonfiction
Blink: The Power of Thinking Without Thinking,5,21.74,3,Nonfiction
Brave Enough,5,51.32,3,Nonfiction
Boy Meets Boy,3,21.12,3,Young Adult
Black Flags: The Rise of ISIS,1,40.87,3,Nonfiction
"Black Butler, Vol. 1 (Black Butler #1)",1,49.31,3,Sequential Art
Big Little Lies,1,22.11,3,Fiction
Best of My Love (Fool's Gold #20),2,27.41,3,Romance
Beowulf,2,38.35,3,Classics
Awkward,2,38.02,3,Sequential Art
Beautiful Creatures (Caster Chronicles #1),5,21.55,3,Default
Ash,4,22.06,3,Fantasy
Are We Smart Enough to Know How Smart Animals Are?,1,56.58,3,Nonfiction
Between Shades of Gray,5,20.79,3,Historical Fiction
Annie on My Mind,5,36.83,3,Young Adult
A Walk in the Woods: Rediscovering America on the Appalachian Trail,4,30.48,3,Nonfiction
A Visit from the Goon Squad,5,14.08,3,Default
And Then There Were None,2,35.01,3,Classics
A Storm of Swords (A Song of Ice and Fire #3),2,31.22,3,Fantasy
A Heartbreaking Work of Staggering Genius,5,54.29,3,Autobiography
#GIRLBOSS,1,50.96,3,Add a comment
"The Suffragettes (Little Black Classics, #96)",2,11.89,2,Nonfiction
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",1,54.81,2,Sequential Art
The Sense of an Ending,3,31.38,2,Add a comment
The Course of Love,3,16.78,2,Fiction
Sugar Rush (Offensive Line #2),1,24.42,2,Sports and Games
"Saga, Volume 2 (Saga (Collected Editions) #2)",3,11.75,2,Sequential Art
8 Keys to Mental Health Through Exercise,1,31.04,3,Psychology
"Run, Spot, Run: The Ethics of Keeping Pets",1,20.02,2,Philosophy
Life,5,31.58,2,Music
New Moon (Twilight #2),4,12.86,2,Young Adult
Kindle Paperwhite User's Guide,3,34.0,2,Nonfiction
Are We There Yet?,3,10.66,3,Childrens
H is for Hawk,5,57.42,2,Nonfiction
"Fruits Basket, Vol. 2 (Fruits Basket #2)",5,11.64,2,Sequential Art
Girl Online On Tour (Girl Online #2),1,53.47,2,Young Adult
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),4,52.88,2,Childrens
While You Were Mine,5,41.32,1,Historical Fiction
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",4,18.51,1,Sequential Art
Where Lightning Strikes (Bleeding Stars #3),3,39.77,1,Romance
When I'm Gone,3,51.96,1,Fiction
Ways of Seeing,5,39.51,1,Art
"Vampire Knight, Vol. 1 (Vampire Knight #1)",1,15.4,1,Paranormal
Vampire Girl (Vampire Girl #1),2,53.82,1,Fantasy
Twenty Love Poems and a Song of Despair,4,30.95,1,Poetry
Travels with Charley: In Search of America,5,57.82,1,Nonfiction
Three Wishes (River of Time: California #1),2,44.18,1,Science Fiction
